experiment,subject,rating_type,label_shown,index,condition,condition_expl,src,first_label,second_label,first_res,second_res,rating,rating_str
1,20,3,yes,45,7,UHD -> UHD,SRC02,UHD,UHD,UHD,UHD,0,same
1,20,3,yes,46,2,UHD -> HD,SRC01,UHD,HD,UHD,HD,0,same
1,20,3,yes,47,4,"HD -> HD
L: HD -> UHD",SRC08,HD,UHD,HD,HD,0,same
1,20,3,yes,48,5,"UHD -> UHD
L: UHD -> HD",SRC07,UHD,HD,UHD,UHD,0,same
1,20,3,yes,49,3,"UHD -> UHD
L: HD -> UHD",SRC06,HD,UHD,UHD,UHD,0,same
1,20,3,yes,50,6,"HD -> HD
L: UHD -> HD",SRC08,UHD,HD,HD,HD,0,same
1,20,3,yes,51,6,"HD -> HD
L: UHD -> HD",SRC01,UHD,HD,HD,HD,0,same
1,20,3,yes,52,4,"HD -> HD
L: HD -> UHD",SRC05,HD,UHD,HD,HD,1,better
1,20,3,yes,53,1,HD -> UHD,SRC03,HD,UHD,HD,UHD,1,better
1,20,3,yes,54,4,"HD -> HD
L: HD -> UHD",SRC04,HD,UHD,HD,HD,0,same
1,20,3,yes,55,1,HD -> UHD,SRC02,HD,UHD,HD,UHD,0,same
1,20,3,yes,56,8,HD -> HD,SRC07,HD,HD,HD,HD,0,same
1,20,3,yes,57,7,UHD -> UHD,SRC07,UHD,UHD,UHD,UHD,0,same
1,20,3,yes,58,5,"UHD -> UHD
L: UHD -> HD",SRC05,UHD,HD,UHD,UHD,0,same
1,20,3,yes,59,7,UHD -> UHD,SRC01,UHD,UHD,UHD,UHD,1,better
1,20,3,yes,60,8,HD -> HD,SRC08,HD,HD,HD,HD,-1,worse
1,20,3,yes,61,3,"UHD -> UHD
L: HD -> UHD",SRC04,HD,UHD,UHD,UHD,0,same
1,20,3,yes,62,6,"HD -> HD
L: UHD -> HD",SRC03,UHD,HD,HD,HD,0,same
1,20,3,yes,63,1,HD -> UHD,SRC06,HD,UHD,HD,UHD,0,same
1,20,3,yes,64,4,"HD -> HD
L: HD -> UHD",SRC02,HD,UHD,HD,HD,0,same
1,21,7,yes,1,5,"UHD -> UHD
L: UHD -> HD",SRC06,UHD,HD,UHD,UHD,-3,much worse
1,21,7,yes,2,6,"HD -> HD
L: UHD -> HD",SRC03,UHD,HD,HD,HD,-3,much worse
1,21,7,yes,3,3,"UHD -> UHD
L: HD -> UHD",SRC04,HD,UHD,UHD,UHD,3,much better
1,21,7,yes,4,3,"UHD -> UHD
L: HD -> UHD",SRC01,HD,UHD,UHD,UHD,3,much better
1,21,7,yes,5,7,UHD -> UHD,SRC02,UHD,UHD,UHD,UHD,2,better
1,21,7,yes,6,7,UHD -> UHD,SRC08,UHD,UHD,UHD,UHD,2,better
1,21,7,yes,7,6,"HD -> HD
L: UHD -> HD",SRC07,UHD,HD,HD,HD,-3,much worse
1,21,7,yes,8,6,"HD -> HD
L: UHD -> HD",SRC05,UHD,HD,HD,HD,-3,much worse
1,21,7,yes,9,4,"HD -> HD
L: HD -> UHD",SRC02,HD,UHD,HD,HD,3,much better
1,21,7,yes,10,1,HD -> UHD,SRC07,HD,UHD,HD,UHD,3,much better
1,21,7,yes,11,6,"HD -> HD
L: UHD -> HD",SRC04,UHD,HD,HD,HD,-3,much worse
1,21,7,yes,12,1,HD -> UHD,SRC06,HD,UHD,HD,UHD,3,much better
1,21,7,yes,13,8,HD -> HD,SRC08,HD,HD,HD,HD,-1,slightly worse
1,21,7,yes,14,4,"HD -> HD
L: HD -> UHD",SRC05,HD,UHD,HD,HD,3,much better
1,21,7,yes,15,5,"UHD -> UHD
L: UHD -> HD",SRC03,UHD,HD,UHD,UHD,-3,much worse
1,21,7,yes,16,7,UHD -> UHD,SRC01,UHD,UHD,UHD,UHD,2,better
1,21,7,yes,17,2,UHD -> HD,SRC08,UHD,HD,UHD,HD,-3,much worse
1,21,7,yes,18,8,HD -> HD,SRC07,HD,HD,HD,HD,2,better
1,21,7,yes,19,2,UHD -> HD,SRC04,UHD,HD,UHD,HD,-3,much worse
1,21,7,yes,20,7,UHD -> UHD,SRC03,UHD,UHD,UHD,UHD,2,better
1,21,7,yes,21,5,"UHD -> UHD
L: UHD -> HD",SRC01,UHD,HD,UHD,UHD,-3,much worse
1,21,7,yes,22,5,"UHD -> UHD
L: UHD -> HD",SRC05,UHD,HD,UHD,UHD,-3,much worse
1,21,7,yes,23,3,"UHD -> UHD
L: HD -> UHD",SRC06,HD,UHD,UHD,UHD,3,much better
1,21,7,yes,24,1,HD -> UHD,SRC02,HD,UHD,HD,UHD,3,much better
1,21,7,yes,25,1,HD -> UHD,SRC03,HD,UHD,HD,UHD,3,much better
1,21,7,yes,26,6,"HD -> HD
L: UHD -> HD",SRC06,UHD,HD,HD,HD,-3,much worse
1,21,7,yes,27,1,HD -> UHD,SRC04,HD,UHD,HD,UHD,3,much better
1,21,7,yes,28,5,"UHD -> UHD
L: UHD -> HD",SRC02,UHD,HD,UHD,UHD,-3,much worse
1,21,7,yes,29,2,UHD -> HD,SRC01,UHD,HD,UHD,HD,-3,much worse
1,21,7,yes,30,4,"HD -> HD
L: HD -> UHD",SRC08,HD,UHD,HD,HD,3,much better
1,21,7,yes,31,3,"UHD -> UHD
L: HD -> UHD",SRC07,HD,UHD,UHD,UHD,3,much better
1,21,7,yes,32,8,HD -> HD,SRC05,HD,HD,HD,HD,-1,slightly worse
1,21,7,yes,33,4,"HD -> HD
L: HD -> UHD",SRC07,HD,UHD,HD,HD,3,much better
1,21,7,yes,34,2,UHD -> HD,SRC06,UHD,HD,UHD,HD,-3,much worse
1,21,7,yes,35,1,HD -> UHD,SRC08,HD,UHD,HD,UHD,3,much better
1,21,7,yes,36,7,UHD -> UHD,SRC04,UHD,UHD,UHD,UHD,1,slightly better
1,21,7,yes,37,2,UHD -> HD,SRC03,UHD,HD,UHD,HD,-3,much worse
1,21,7,yes,38,6,"HD -> HD
L: UHD -> HD",SRC01,UHD,HD,HD,HD,-3,much worse
1,21,7,yes,39,3,"UHD -> UHD
L: HD -> UHD",SRC02,HD,UHD,UHD,UHD,3,much better
1,21,7,yes,40,7,UHD -> UHD,SRC05,UHD,UHD,UHD,UHD,2,better
1,21,7,yes,41,8,HD -> HD,SRC01,HD,HD,HD,HD,1,slightly better
1,21,7,yes,42,4,"HD -> HD
L: HD -> UHD",SRC03,HD,UHD,HD,HD,3,much better
1,21,7,yes,43,6,"HD -> HD
L: UHD -> HD",SRC08,UHD,HD,HD,HD,-3,much worse
1,21,7,yes,44,3,"UHD -> UHD
L: HD -> UHD",SRC05,HD,UHD,UHD,UHD,3,much better
1,21,7,yes,45,5,"UHD -> UHD
L: UHD -> HD",SRC04,UHD,HD,UHD,UHD,-3,much worse
1,21,7,yes,46,8,HD -> HD,SRC02,HD,HD,HD,HD,-2,worse
1,21,7,yes,47,4,"HD -> HD
L: HD -> UHD",SRC06,HD,UHD,HD,HD,3,much better
1,21,7,yes,48,2,UHD -> HD,SRC07,UHD,HD,UHD,HD,-3,much worse
1,21,7,yes,49,8,HD -> HD,SRC04,HD,HD,HD,HD,-1,slightly worse
1,21,7,yes,50,3,"UHD -> UHD
L: HD -> UHD",SRC03,HD,UHD,UHD,UHD,3,much better
1,21,7,yes,51,1,HD -> UHD,SRC05,HD,UHD,HD,UHD,3,much better
1,21,7,yes,52,7,UHD -> UHD,SRC07,UHD,UHD,UHD,UHD,2,better
1,21,7,yes,53,5,"UHD -> UHD
L: UHD -> HD",SRC08,UHD,HD,UHD,UHD,-3,much worse
1,21,7,yes,54,8,HD -> HD,SRC06,HD,HD,HD,HD,-2,worse
1,21,7,yes,55,4,"HD -> HD
L: HD -> UHD",SRC01,HD,UHD,HD,HD,3,much better
1,21,7,yes,56,6,"HD -> HD
L: UHD -> HD",SRC02,UHD,HD,HD,HD,-3,much worse
1,21,7,yes,57,2,UHD -> HD,SRC05,UHD,HD,UHD,HD,-3,much worse
1,21,7,yes,58,3,"UHD -> UHD
L: HD -> UHD",SRC08,HD,UHD,UHD,UHD,3,much better
1,21,7,yes,59,8,HD -> HD,SRC03,HD,HD,HD,HD,-1,slightly worse
1,21,7,yes,60,5,"UHD -> UHD
L: UHD -> HD",SRC07,UHD,HD,UHD,UHD,-3,much worse
1,21,7,yes,61,4,"HD -> HD
L: HD -> UHD",SRC04,HD,UHD,HD,HD,3,much better
1,21,7,yes,62,7,UHD -> UHD,SRC06,UHD,UHD,UHD,UHD,1,slightly better
1,21,7,yes,63,1,HD -> UHD,SRC01,HD,UHD,HD,UHD,3,much better
1,21,7,yes,64,2,UHD -> HD,SRC02,UHD,HD,UHD,HD,-3,much worse
1,22,3,yes,1,5,"UHD -> UHD
L: UHD -> HD",SRC02,UHD,HD,UHD,UHD,0,same
1,22,3,yes,2,4,"HD -> HD
L: HD -> UHD",SRC07,HD,UHD,HD,HD,0,same
1,22,3,yes,3,2,UHD -> HD,SRC08,UHD,HD,UHD,HD,0,same
1,22,3,yes,4,4,"HD -> HD
L: HD -> UHD",SRC04,HD,UHD,HD,HD,0,same
1,22,3,yes,5,7,UHD -> UHD,SRC06,UHD,UHD,UHD,UHD,0,same
1,22,3,yes,6,1,HD -> UHD,SRC01,HD,UHD,HD,UHD,0,same
1,22,3,yes,7,1,HD -> UHD,SRC05,HD,UHD,HD,UHD,0,same
1,22,3,yes,8,1,HD -> UHD,SRC03,HD,UHD,HD,UHD,0,same
1,22,3,yes,9,8,HD -> HD,SRC07,HD,HD,HD,HD,0,same
1,22,3,yes,10,8,HD -> HD,SRC06,HD,HD,HD,HD,0,same
1,22,3,yes,11,3,"UHD -> UHD
L: HD -> UHD",SRC04,HD,UHD,UHD,UHD,0,same
1,22,3,yes,12,2,UHD -> HD,SRC03,UHD,HD,UHD,HD,0,same
1,22,3,yes,13,7,UHD -> UHD,SRC02,UHD,UHD,UHD,UHD,0,same
1,22,3,yes,14,3,"UHD -> UHD
L: HD -> UHD",SRC01,HD,UHD,UHD,UHD,0,same
1,22,3,yes,15,6,"HD -> HD
L: UHD -> HD",SRC05,UHD,HD,HD,HD,0,same
1,22,3,yes,16,5,"UHD -> UHD
L: UHD -> HD",SRC08,UHD,HD,UHD,UHD,0,same
1,22,3,yes,17,3,"UHD -> UHD
L: HD -> UHD",SRC03,HD,UHD,UHD,UHD,0,same
1,22,3,yes,18,1,HD -> UHD,SRC04,HD,UHD,HD,UHD,0,same
1,22,3,yes,19,4,"HD -> HD
L: HD -> UHD",SRC05,HD,UHD,HD,HD,0,same
1,22,3,yes,20,3,"UHD -> UHD
L: HD -> UHD",SRC07,HD,UHD,UHD,UHD,0,same
1,22,3,yes,21,5,"UHD -> UHD
L: UHD -> HD",SRC01,UHD,HD,UHD,UHD,0,same
1,22,3,yes,22,6,"HD -> HD
L: UHD -> HD",SRC06,UHD,HD,HD,HD,0,same
1,22,3,yes,23,3,"UHD -> UHD
L: HD -> UHD",SRC08,HD,UHD,UHD,UHD,0,same
1,22,3,yes,24,1,HD -> UHD,SRC02,HD,UHD,HD,UHD,0,same
1,22,3,yes,25,4,"HD -> HD
L: HD -> UHD",SRC06,HD,UHD,HD,HD,0,same
1,22,3,yes,26,7,UHD -> UHD,SRC08,UHD,UHD,UHD,UHD,0,same
1,22,3,yes,27,7,UHD -> UHD,SRC04,UHD,UHD,UHD,UHD,0,same
1,22,3,yes,28,7,UHD -> UHD,SRC07,UHD,UHD,UHD,UHD,0,same
1,22,3,yes,29,7,UHD -> UHD,SRC01,UHD,UHD,UHD,UHD,0,same
1,22,3,yes,30,5,"UHD -> UHD
L: UHD -> HD",SRC05,UHD,HD,UHD,UHD,0,same
1,22,3,yes,31,6,"HD -> HD
L: UHD -> HD",SRC03,UHD,HD,HD,HD,0,same
1,22,3,yes,32,6,"HD -> HD
L: UHD -> HD",SRC02,UHD,HD,HD,HD,0,same
1,22,3,yes,33,7,UHD -> UHD,SRC05,UHD,UHD,UHD,UHD,0,same
1,22,3,yes,34,2,UHD -> HD,SRC07,UHD,HD,UHD,HD,0,same
1,22,3,yes,35,1,HD -> UHD,SRC08,HD,UHD,HD,UHD,0,same
1,22,3,yes,36,6,"HD -> HD
L: UHD -> HD",SRC04,UHD,HD,HD,HD,0,same
1,22,3,yes,37,4,"HD -> HD
L: HD -> UHD",SRC01,HD,UHD,HD,HD,0,same
1,22,3,yes,38,5,"UHD -> UHD
L: UHD -> HD",SRC06,UHD,HD,UHD,UHD,0,same
1,22,3,yes,39,8,HD -> HD,SRC02,HD,HD,HD,HD,0,same
1,22,3,yes,40,5,"UHD -> UHD
L: UHD -> HD",SRC03,UHD,HD,UHD,UHD,0,same
1,22,3,yes,41,8,HD -> HD,SRC01,HD,HD,HD,HD,0,same
1,22,3,yes,42,8,HD -> HD,SRC04,HD,HD,HD,HD,0,same
1,22,3,yes,43,4,"HD -> HD
L: HD -> UHD",SRC02,HD,UHD,HD,HD,0,same
1,22,3,yes,44,3,"UHD -> UHD
L: HD -> UHD",SRC05,HD,UHD,UHD,UHD,0,same
1,22,3,yes,45,3,"UHD -> UHD
L: HD -> UHD",SRC06,HD,UHD,UHD,UHD,0,same
1,22,3,yes,46,8,HD -> HD,SRC08,HD,HD,HD,HD,0,same
1,22,3,yes,47,5,"UHD -> UHD
L: UHD -> HD",SRC07,UHD,HD,UHD,UHD,0,same
1,22,3,yes,48,4,"HD -> HD
L: HD -> UHD",SRC03,HD,UHD,HD,HD,0,same
1,22,3,yes,49,8,HD -> HD,SRC05,HD,HD,HD,HD,0,same
1,22,3,yes,50,1,HD -> UHD,SRC07,HD,UHD,HD,UHD,0,same
1,22,3,yes,51,6,"HD -> HD
L: UHD -> HD",SRC01,UHD,HD,HD,HD,0,same
1,22,3,yes,52,2,UHD -> HD,SRC04,UHD,HD,UHD,HD,0,same
1,22,3,yes,53,2,UHD -> HD,SRC06,UHD,HD,UHD,HD,0,same
1,22,3,yes,54,6,"HD -> HD
L: UHD -> HD",SRC08,UHD,HD,HD,HD,0,same
1,22,3,yes,55,3,"UHD -> UHD
L: HD -> UHD",SRC02,HD,UHD,UHD,UHD,0,same
1,22,3,yes,56,7,UHD -> UHD,SRC03,UHD,UHD,UHD,UHD,0,same
1,22,3,yes,57,2,UHD -> HD,SRC02,UHD,HD,UHD,HD,0,same
1,22,3,yes,58,4,"HD -> HD
L: HD -> UHD",SRC08,HD,UHD,HD,HD,0,same
1,22,3,yes,59,2,UHD -> HD,SRC01,UHD,HD,UHD,HD,0,same
1,22,3,yes,60,1,HD -> UHD,SRC06,HD,UHD,HD,UHD,0,same
1,22,3,yes,61,2,UHD -> HD,SRC05,UHD,HD,UHD,HD,0,same
1,22,3,yes,62,8,HD -> HD,SRC03,HD,HD,HD,HD,0,same
1,22,3,yes,63,6,"HD -> HD
L: UHD -> HD",SRC07,UHD,HD,HD,HD,0,same
1,22,3,yes,64,5,"UHD -> UHD
L: UHD -> HD",SRC04,UHD,HD,UHD,UHD,0,same
1,23,3,yes,1,3,"UHD -> UHD
L: HD -> UHD",SRC03,HD,UHD,UHD,UHD,0,same
1,23,3,yes,2,7,UHD -> UHD,SRC01,UHD,UHD,UHD,UHD,-1,worse
1,23,3,yes,3,4,"HD -> HD
L: HD -> UHD",SRC07,HD,UHD,HD,HD,0,same
1,23,3,yes,4,6,"HD -> HD
L: UHD -> HD",SRC06,UHD,HD,HD,HD,-1,worse
1,23,3,yes,5,3,"UHD -> UHD
L: HD -> UHD",SRC08,HD,UHD,UHD,UHD,-1,worse
1,23,3,yes,6,7,UHD -> UHD,SRC04,UHD,UHD,UHD,UHD,0,same
1,23,3,yes,7,1,HD -> UHD,SRC05,HD,UHD,HD,UHD,1,better
1,23,3,yes,8,4,"HD -> HD
L: HD -> UHD",SRC02,HD,UHD,HD,HD,0,same
1,23,3,yes,9,2,UHD -> HD,SRC06,UHD,HD,UHD,HD,1,better
1,23,3,yes,10,1,HD -> UHD,SRC02,HD,UHD,HD,UHD,1,better
1,23,3,yes,11,6,"HD -> HD
L: UHD -> HD",SRC05,UHD,HD,HD,HD,0,same
1,23,3,yes,12,1,HD -> UHD,SRC07,HD,UHD,HD,UHD,0,same
1,23,3,yes,13,8,HD -> HD,SRC03,HD,HD,HD,HD,1,better
1,23,3,yes,14,5,"UHD -> UHD
L: UHD -> HD",SRC01,UHD,HD,UHD,UHD,0,same
1,23,3,yes,15,8,HD -> HD,SRC04,HD,HD,HD,HD,1,better
1,23,3,yes,16,2,UHD -> HD,SRC08,UHD,HD,UHD,HD,0,same
1,23,3,yes,17,4,"HD -> HD
L: HD -> UHD",SRC06,HD,UHD,HD,HD,0,same
1,23,3,yes,18,5,"UHD -> UHD
L: UHD -> HD",SRC07,UHD,HD,UHD,UHD,0,same
1,23,3,yes,19,8,HD -> HD,SRC08,HD,HD,HD,HD,0,same
1,23,3,yes,20,7,UHD -> UHD,SRC03,UHD,UHD,UHD,UHD,0,same
1,23,3,yes,21,6,"HD -> HD
L: UHD -> HD",SRC04,UHD,HD,HD,HD,-1,worse
1,23,3,yes,22,5,"UHD -> UHD
L: UHD -> HD",SRC05,UHD,HD,UHD,UHD,1,better
1,23,3,yes,23,3,"UHD -> UHD
L: HD -> UHD",SRC01,HD,UHD,UHD,UHD,0,same
1,23,3,yes,24,3,"UHD -> UHD
L: HD -> UHD",SRC02,HD,UHD,UHD,UHD,0,same
1,23,3,yes,25,2,UHD -> HD,SRC07,UHD,HD,UHD,HD,0,same
1,23,3,yes,26,5,"UHD -> UHD
L: UHD -> HD",SRC08,UHD,HD,UHD,UHD,0,same
1,23,3,yes,27,5,"UHD -> UHD
L: UHD -> HD",SRC04,UHD,HD,UHD,UHD,-1,worse
1,23,3,yes,28,8,HD -> HD,SRC02,HD,HD,HD,HD,0,same
1,23,3,yes,29,2,UHD -> HD,SRC01,UHD,HD,UHD,HD,0,same
1,23,3,yes,30,2,UHD -> HD,SRC03,UHD,HD,UHD,HD,1,better
1,23,3,yes,31,3,"UHD -> UHD
L: HD -> UHD",SRC06,HD,UHD,UHD,UHD,1,better
1,23,3,yes,32,3,"UHD -> UHD
L: HD -> UHD",SRC05,HD,UHD,UHD,UHD,1,better
1,23,3,yes,33,5,"UHD -> UHD
L: UHD -> HD",SRC06,UHD,HD,UHD,UHD,-1,worse
1,23,3,yes,34,7,UHD -> UHD,SRC07,UHD,UHD,UHD,UHD,0,same
1,23,3,yes,35,6,"HD -> HD
L: UHD -> HD",SRC03,UHD,HD,HD,HD,1,better
1,23,3,yes,36,4,"HD -> HD
L: HD -> UHD",SRC01,HD,UHD,HD,HD,0,same
1,23,3,yes,37,7,UHD -> UHD,SRC05,UHD,UHD,UHD,UHD,1,better
1,23,3,yes,38,5,"UHD -> UHD
L: UHD -> HD",SRC02,UHD,HD,UHD,UHD,-1,worse
1,23,3,yes,39,1,HD -> UHD,SRC08,HD,UHD,HD,UHD,1,better
1,23,3,yes,40,1,HD -> UHD,SRC04,HD,UHD,HD,UHD,0,same
1,23,3,yes,41,6,"HD -> HD
L: UHD -> HD",SRC07,UHD,HD,HD,HD,-1,worse
1,23,3,yes,42,7,UHD -> UHD,SRC02,UHD,UHD,UHD,UHD,0,same
1,23,3,yes,43,1,HD -> UHD,SRC06,HD,UHD,HD,UHD,1,better
1,23,3,yes,44,4,"HD -> HD
L: HD -> UHD",SRC03,HD,UHD,HD,HD,0,same
1,23,3,yes,45,1,HD -> UHD,SRC01,HD,UHD,HD,UHD,0,same
1,23,3,yes,46,8,HD -> HD,SRC05,HD,HD,HD,HD,1,better
1,23,3,yes,47,6,"HD -> HD
L: UHD -> HD",SRC08,UHD,HD,HD,HD,1,better
1,23,3,yes,48,2,UHD -> HD,SRC04,UHD,HD,UHD,HD,0,same
1,23,3,yes,49,4,"HD -> HD
L: HD -> UHD",SRC04,HD,UHD,HD,HD,1,better
1,23,3,yes,50,2,UHD -> HD,SRC02,UHD,HD,UHD,HD,1,better
1,23,3,yes,51,6,"HD -> HD
L: UHD -> HD",SRC01,UHD,HD,HD,HD,0,same
1,23,3,yes,52,4,"HD -> HD
L: HD -> UHD",SRC08,HD,UHD,HD,HD,-1,worse
1,23,3,yes,53,8,HD -> HD,SRC07,HD,HD,HD,HD,1,better
1,23,3,yes,54,1,HD -> UHD,SRC03,HD,UHD,HD,UHD,0,same
1,23,3,yes,55,4,"HD -> HD
L: HD -> UHD",SRC05,HD,UHD,HD,HD,0,same
1,23,3,yes,56,7,UHD -> UHD,SRC06,UHD,UHD,UHD,UHD,1,better
1,23,3,yes,57,8,HD -> HD,SRC01,HD,HD,HD,HD,1,better
1,23,3,yes,58,8,HD -> HD,SRC06,HD,HD,HD,HD,0,same
1,23,3,yes,59,3,"UHD -> UHD
L: HD -> UHD",SRC04,HD,UHD,UHD,UHD,0,same
1,23,3,yes,60,3,"UHD -> UHD
L: HD -> UHD",SRC07,HD,UHD,UHD,UHD,-1,worse
1,23,3,yes,61,6,"HD -> HD
L: UHD -> HD",SRC02,UHD,HD,HD,HD,1,better
1,23,3,yes,62,2,UHD -> HD,SRC05,UHD,HD,UHD,HD,0,same
1,23,3,yes,63,5,"UHD -> UHD
L: UHD -> HD",SRC03,UHD,HD,UHD,UHD,1,better
1,23,3,yes,64,7,UHD -> UHD,SRC08,UHD,UHD,UHD,UHD,0,same
1,24,7,yes,1,1,HD -> UHD,SRC01,HD,UHD,HD,UHD,2,better
1,24,7,yes,2,4,"HD -> HD
L: HD -> UHD",SRC03,HD,UHD,HD,HD,0,same
1,24,7,yes,3,1,HD -> UHD,SRC02,HD,UHD,HD,UHD,3,much better
1,24,7,yes,4,4,"HD -> HD
L: HD -> UHD",SRC08,HD,UHD,HD,HD,-1,slightly worse
1,24,7,yes,5,5,"UHD -> UHD
L: UHD -> HD",SRC04,UHD,HD,UHD,UHD,1,slightly better
1,24,7,yes,6,7,UHD -> UHD,SRC07,UHD,UHD,UHD,UHD,2,better
1,24,7,yes,7,3,"UHD -> UHD
L: HD -> UHD",SRC06,HD,UHD,UHD,UHD,2,better
1,24,7,yes,8,4,"HD -> HD
L: HD -> UHD",SRC05,HD,UHD,HD,HD,-1,slightly worse
1,24,7,yes,9,8,HD -> HD,SRC06,HD,HD,HD,HD,0,same
1,24,7,yes,10,4,"HD -> HD
L: HD -> UHD",SRC01,HD,UHD,HD,HD,-1,slightly worse
1,24,7,yes,11,8,HD -> HD,SRC03,HD,HD,HD,HD,1,slightly better
1,24,7,yes,12,2,UHD -> HD,SRC04,UHD,HD,UHD,HD,3,much better
1,24,7,yes,13,7,UHD -> UHD,SRC05,UHD,UHD,UHD,UHD,0,same
1,24,7,yes,14,7,UHD -> UHD,SRC08,UHD,UHD,UHD,UHD,0,same
1,24,7,yes,15,7,UHD -> UHD,SRC02,UHD,UHD,UHD,UHD,-1,slightly worse
1,24,7,yes,16,3,"UHD -> UHD
L: HD -> UHD",SRC07,HD,UHD,UHD,UHD,2,better
1,24,7,yes,17,3,"UHD -> UHD
L: HD -> UHD",SRC05,HD,UHD,UHD,UHD,1,slightly better
1,24,7,yes,18,8,HD -> HD,SRC02,HD,HD,HD,HD,-2,worse
1,24,7,yes,19,6,"HD -> HD
L: UHD -> HD",SRC04,UHD,HD,HD,HD,0,same
1,24,7,yes,20,2,UHD -> HD,SRC03,UHD,HD,UHD,HD,0,same
1,24,7,yes,21,6,"HD -> HD
L: UHD -> HD",SRC01,UHD,HD,HD,HD,-2,worse
1,24,7,yes,22,6,"HD -> HD
L: UHD -> HD",SRC07,UHD,HD,HD,HD,-1,slightly worse
1,24,7,yes,23,2,UHD -> HD,SRC08,UHD,HD,UHD,HD,1,slightly better
1,24,7,yes,24,5,"UHD -> UHD
L: UHD -> HD",SRC06,UHD,HD,UHD,UHD,0,same
1,24,7,yes,25,8,HD -> HD,SRC04,HD,HD,HD,HD,-1,slightly worse
1,24,7,yes,26,3,"UHD -> UHD
L: HD -> UHD",SRC03,HD,UHD,UHD,UHD,1,slightly better
1,24,7,yes,27,2,UHD -> HD,SRC07,UHD,HD,UHD,HD,0,same
1,24,7,yes,28,6,"HD -> HD
L: UHD -> HD",SRC02,UHD,HD,HD,HD,2,better
1,24,7,yes,29,8,HD -> HD,SRC01,HD,HD,HD,HD,-1,slightly worse
1,24,7,yes,30,5,"UHD -> UHD
L: UHD -> HD",SRC05,UHD,HD,UHD,UHD,0,same
1,24,7,yes,31,1,HD -> UHD,SRC06,HD,UHD,HD,UHD,-2,worse
1,24,7,yes,32,6,"HD -> HD
L: UHD -> HD",SRC08,UHD,HD,HD,HD,1,slightly better
1,24,7,yes,33,5,"UHD -> UHD
L: UHD -> HD",SRC03,UHD,HD,UHD,UHD,1,slightly better
1,24,7,yes,34,3,"UHD -> UHD
L: HD -> UHD",SRC01,HD,UHD,UHD,UHD,3,much better
1,24,7,yes,35,4,"HD -> HD
L: HD -> UHD",SRC06,HD,UHD,HD,HD,1,slightly better
1,24,7,yes,36,8,HD -> HD,SRC05,HD,HD,HD,HD,0,same
1,24,7,yes,37,2,UHD -> HD,SRC02,UHD,HD,UHD,HD,2,better
1,24,7,yes,38,1,HD -> UHD,SRC04,HD,UHD,HD,UHD,-2,worse
1,24,7,yes,39,5,"UHD -> UHD
L: UHD -> HD",SRC08,UHD,HD,UHD,UHD,0,same
1,24,7,yes,40,1,HD -> UHD,SRC07,HD,UHD,HD,UHD,1,slightly better
1,24,7,yes,41,5,"UHD -> UHD
L: UHD -> HD",SRC02,UHD,HD,UHD,UHD,2,better
1,24,7,yes,42,1,HD -> UHD,SRC05,HD,UHD,HD,UHD,0,same
1,24,7,yes,43,7,UHD -> UHD,SRC06,UHD,UHD,UHD,UHD,0,same
1,24,7,yes,44,1,HD -> UHD,SRC03,HD,UHD,HD,UHD,1,slightly better
1,24,7,yes,45,7,UHD -> UHD,SRC04,UHD,UHD,UHD,UHD,-2,worse
1,24,7,yes,46,2,UHD -> HD,SRC01,UHD,HD,UHD,HD,1,slightly better
1,24,7,yes,47,8,HD -> HD,SRC08,HD,HD,HD,HD,2,better
1,24,7,yes,48,4,"HD -> HD
L: HD -> UHD",SRC07,HD,UHD,HD,HD,-1,slightly worse
1,24,7,yes,49,6,"HD -> HD
L: UHD -> HD",SRC05,UHD,HD,HD,HD,0,same
1,24,7,yes,50,7,UHD -> UHD,SRC03,UHD,UHD,UHD,UHD,0,same
1,24,7,yes,51,5,"UHD -> UHD
L: UHD -> HD",SRC01,UHD,HD,UHD,UHD,1,slightly better
1,24,7,yes,52,4,"HD -> HD
L: HD -> UHD",SRC02,HD,UHD,HD,HD,0,same
1,24,7,yes,53,8,HD -> HD,SRC07,HD,HD,HD,HD,-2,worse
1,24,7,yes,54,6,"HD -> HD
L: UHD -> HD",SRC06,UHD,HD,HD,HD,0,same
1,24,7,yes,55,3,"UHD -> UHD
L: HD -> UHD",SRC04,HD,UHD,UHD,UHD,-1,slightly worse
1,24,7,yes,56,3,"UHD -> UHD
L: HD -> UHD",SRC08,HD,UHD,UHD,UHD,0,same
1,24,7,yes,57,2,UHD -> HD,SRC06,UHD,HD,UHD,HD,1,slightly better
1,24,7,yes,58,7,UHD -> UHD,SRC01,UHD,UHD,UHD,UHD,0,same
1,24,7,yes,59,1,HD -> UHD,SRC08,HD,UHD,HD,UHD,2,better
1,24,7,yes,60,6,"HD -> HD
L: UHD -> HD",SRC03,UHD,HD,HD,HD,2,better
1,24,7,yes,61,4,"HD -> HD
L: HD -> UHD",SRC04,HD,UHD,HD,HD,-1,slightly worse
1,24,7,yes,62,2,UHD -> HD,SRC05,UHD,HD,UHD,HD,1,slightly better
1,24,7,yes,63,3,"UHD -> UHD
L: HD -> UHD",SRC02,HD,UHD,UHD,UHD,-1,slightly worse
1,24,7,yes,64,5,"UHD -> UHD
L: UHD -> HD",SRC07,UHD,HD,UHD,UHD,0,same
