experiment,subject,rating_type,label_shown,index,condition,condition_expl,src,first_label,second_label,first_res,second_res,rating,rating_str
2,32,7,no,63,3,UHD -> UHD,SRC03,,,UHD,UHD,0,same
2,32,7,no,64,7,UHD -> UHD,SRC07,,,UHD,UHD,-1,slightly worse
2,33,3,no,1,8,HD -> HD,SRC01,,,HD,HD,0,same
2,33,3,no,2,6,HD -> HD,SRC07,,,HD,HD,0,same
2,33,3,no,3,7,UHD -> UHD,SRC05,,,UHD,UHD,0,same
2,33,3,no,4,4,HD -> HD,SRC08,,,HD,HD,1,better
2,33,3,no,5,3,UHD -> UHD,SRC06,,,UHD,UHD,0,same
2,33,3,no,6,2,UHD -> HD,SRC03,,,UHD,HD,0,same
2,33,3,no,7,4,HD -> HD,SRC04,,,HD,HD,0,same
2,33,3,no,8,8,HD -> HD,SRC02,,,HD,HD,1,better
2,33,3,no,9,5,UHD -> UHD,SRC02,,,UHD,UHD,0,same
2,33,3,no,10,7,UHD -> UHD,SRC07,,,UHD,UHD,0,same
2,33,3,no,11,2,UHD -> HD,SRC04,,,UHD,HD,1,better
2,33,3,no,12,1,HD -> UHD,SRC03,,,HD,UHD,0,same
2,33,3,no,13,6,HD -> HD,SRC08,,,HD,HD,0,same
2,33,3,no,14,1,HD -> UHD,SRC01,,,HD,UHD,0,same
2,33,3,no,15,2,UHD -> HD,SRC05,,,UHD,HD,0,same
2,33,3,no,16,5,UHD -> UHD,SRC06,,,UHD,UHD,1,better
2,33,3,no,17,4,HD -> HD,SRC03,,,HD,HD,1,better
2,33,3,no,18,1,HD -> UHD,SRC05,,,HD,UHD,0,same
2,33,3,no,19,5,UHD -> UHD,SRC08,,,UHD,UHD,1,better
2,33,3,no,20,2,UHD -> HD,SRC07,,,UHD,HD,0,same
2,33,3,no,21,2,UHD -> HD,SRC01,,,UHD,HD,0,same
2,33,3,no,22,7,UHD -> UHD,SRC02,,,UHD,UHD,1,better
2,33,3,no,23,8,HD -> HD,SRC04,,,HD,HD,0,same
2,33,3,no,24,1,HD -> UHD,SRC06,,,HD,UHD,0,same
2,33,3,no,25,6,HD -> HD,SRC02,,,HD,HD,1,better
2,33,3,no,26,3,UHD -> UHD,SRC08,,,UHD,UHD,0,same
2,33,3,no,27,6,HD -> HD,SRC06,,,HD,HD,0,same
2,33,3,no,28,6,HD -> HD,SRC05,,,HD,HD,1,better
2,33,3,no,29,6,HD -> HD,SRC03,,,HD,HD,0,same
2,33,3,no,30,7,UHD -> UHD,SRC04,,,UHD,UHD,0,same
2,33,3,no,31,3,UHD -> UHD,SRC01,,,UHD,UHD,0,same
2,33,3,no,32,5,UHD -> UHD,SRC07,,,UHD,UHD,1,better
2,33,3,no,33,8,HD -> HD,SRC06,,,HD,HD,0,same
2,33,3,no,34,3,UHD -> UHD,SRC05,,,UHD,UHD,0,same
2,33,3,no,35,1,HD -> UHD,SRC07,,,HD,UHD,0,same
2,33,3,no,36,1,HD -> UHD,SRC08,,,HD,UHD,0,same
2,33,3,no,37,7,UHD -> UHD,SRC03,,,UHD,UHD,0,same
2,33,3,no,38,2,UHD -> HD,SRC02,,,UHD,HD,1,better
2,33,3,no,39,6,HD -> HD,SRC04,,,HD,HD,0,same
2,33,3,no,40,7,UHD -> UHD,SRC01,,,UHD,UHD,0,same
2,33,3,no,41,4,HD -> HD,SRC01,,,HD,HD,0,same
2,33,3,no,42,5,UHD -> UHD,SRC05,,,UHD,UHD,1,better
2,33,3,no,43,4,HD -> HD,SRC07,,,HD,HD,0,same
2,33,3,no,44,3,UHD -> UHD,SRC04,,,UHD,UHD,0,same
2,33,3,no,45,8,HD -> HD,SRC08,,,HD,HD,0,same
2,33,3,no,46,3,UHD -> UHD,SRC03,,,UHD,UHD,0,same
2,33,3,no,47,4,HD -> HD,SRC02,,,HD,HD,0,same
2,33,3,no,48,7,UHD -> UHD,SRC06,,,UHD,UHD,1,better
2,33,3,no,49,8,HD -> HD,SRC03,,,HD,HD,0,same
2,33,3,no,50,4,HD -> HD,SRC05,,,HD,HD,1,better
2,33,3,no,51,8,HD -> HD,SRC07,,,HD,HD,1,better
2,33,3,no,52,2,UHD -> HD,SRC08,,,UHD,HD,0,same
2,33,3,no,53,5,UHD -> UHD,SRC04,,,UHD,UHD,0,same
2,33,3,no,54,4,HD -> HD,SRC06,,,HD,HD,0,same
2,33,3,no,55,1,HD -> UHD,SRC02,,,HD,UHD,1,better
2,33,3,no,56,6,HD -> HD,SRC01,,,HD,HD,1,better
2,33,3,no,57,5,UHD -> UHD,SRC03,,,UHD,UHD,1,better
2,33,3,no,58,1,HD -> UHD,SRC04,,,HD,UHD,0,same
2,33,3,no,59,3,UHD -> UHD,SRC02,,,UHD,UHD,0,same
2,33,3,no,60,7,UHD -> UHD,SRC08,,,UHD,UHD,1,better
2,33,3,no,61,2,UHD -> HD,SRC06,,,UHD,HD,0,same
2,33,3,no,62,3,UHD -> UHD,SRC07,,,UHD,UHD,0,same
2,33,3,no,63,8,HD -> HD,SRC05,,,HD,HD,0,same
2,33,3,no,64,5,UHD -> UHD,SRC01,,,UHD,UHD,0,same
2,34,3,no,1,1,HD -> UHD,SRC01,,,HD,UHD,1,better
2,34,3,no,2,1,HD -> UHD,SRC07,,,HD,UHD,1,better
2,34,3,no,3,5,UHD -> UHD,SRC08,,,UHD,UHD,1,better
2,34,3,no,4,8,HD -> HD,SRC04,,,HD,HD,-1,worse
2,34,3,no,5,3,UHD -> UHD,SRC03,,,UHD,UHD,1,better
2,34,3,no,6,5,UHD -> UHD,SRC06,,,UHD,UHD,0,same
2,34,3,no,7,1,HD -> UHD,SRC05,,,HD,UHD,1,better
2,34,3,no,8,4,HD -> HD,SRC02,,,HD,HD,1,better
2,34,3,no,9,6,HD -> HD,SRC07,,,HD,HD,0,same
2,34,3,no,10,4,HD -> HD,SRC03,,,HD,HD,-1,worse
2,34,3,no,11,3,UHD -> UHD,SRC05,,,UHD,UHD,-1,worse
2,34,3,no,12,5,UHD -> UHD,SRC02,,,UHD,UHD,1,better
2,34,3,no,13,3,UHD -> UHD,SRC04,,,UHD,UHD,-1,worse
2,34,3,no,14,7,UHD -> UHD,SRC01,,,UHD,UHD,-1,worse
2,34,3,no,15,2,UHD -> HD,SRC08,,,UHD,HD,-1,worse
2,34,3,no,16,8,HD -> HD,SRC06,,,HD,HD,-1,worse
2,34,3,no,17,6,HD -> HD,SRC02,,,HD,HD,-1,worse
2,34,3,no,18,8,HD -> HD,SRC03,,,HD,HD,1,better
2,34,3,no,19,2,UHD -> HD,SRC06,,,UHD,HD,-1,worse
2,34,3,no,20,5,UHD -> UHD,SRC07,,,UHD,UHD,-1,worse
2,34,3,no,21,8,HD -> HD,SRC05,,,HD,HD,1,better
2,34,3,no,22,7,UHD -> UHD,SRC08,,,UHD,UHD,1,better
2,34,3,no,23,7,UHD -> UHD,SRC04,,,UHD,UHD,1,better
2,34,3,no,24,3,UHD -> UHD,SRC01,,,UHD,UHD,0,same
2,34,3,no,25,6,HD -> HD,SRC03,,,HD,HD,1,better
2,34,3,no,26,6,HD -> HD,SRC05,,,HD,HD,1,better
2,34,3,no,27,4,HD -> HD,SRC04,,,HD,HD,0,same
2,34,3,no,28,2,UHD -> HD,SRC02,,,UHD,HD,-1,worse
2,34,3,no,29,4,HD -> HD,SRC08,,,HD,HD,1,better
2,34,3,no,30,4,HD -> HD,SRC06,,,HD,HD,-1,worse
2,34,3,no,31,3,UHD -> UHD,SRC07,,,UHD,UHD,-1,worse
2,34,3,no,32,5,UHD -> UHD,SRC01,,,UHD,UHD,0,same
2,34,3,no,33,1,HD -> UHD,SRC03,,,HD,UHD,0,same
2,34,3,no,34,6,HD -> HD,SRC08,,,HD,HD,1,better
2,34,3,no,35,8,HD -> HD,SRC07,,,HD,HD,-1,worse
2,34,3,no,36,2,UHD -> HD,SRC01,,,UHD,HD,0,same
2,34,3,no,37,1,HD -> UHD,SRC04,,,HD,UHD,0,same
2,34,3,no,38,3,UHD -> UHD,SRC02,,,UHD,UHD,0,same
2,34,3,no,39,7,UHD -> UHD,SRC06,,,UHD,UHD,1,better
2,34,3,no,40,7,UHD -> UHD,SRC05,,,UHD,UHD,1,better
2,34,3,no,41,2,UHD -> HD,SRC04,,,UHD,HD,0,same
2,34,3,no,42,4,HD -> HD,SRC05,,,HD,HD,0,same
2,34,3,no,43,5,UHD -> UHD,SRC03,,,UHD,UHD,1,better
2,34,3,no,44,6,HD -> HD,SRC06,,,HD,HD,1,better
2,34,3,no,45,8,HD -> HD,SRC01,,,HD,HD,0,same
2,34,3,no,46,1,HD -> UHD,SRC02,,,HD,UHD,0,same
2,34,3,no,47,3,UHD -> UHD,SRC08,,,UHD,UHD,1,better
2,34,3,no,48,7,UHD -> UHD,SRC07,,,UHD,UHD,0,same
2,34,3,no,49,5,UHD -> UHD,SRC05,,,UHD,UHD,1,better
2,34,3,no,50,1,HD -> UHD,SRC08,,,HD,UHD,-1,worse
2,34,3,no,51,2,UHD -> HD,SRC07,,,UHD,HD,-1,worse
2,34,3,no,52,6,HD -> HD,SRC04,,,HD,HD,-1,worse
2,34,3,no,53,3,UHD -> UHD,SRC06,,,UHD,UHD,0,same
2,34,3,no,54,8,HD -> HD,SRC02,,,HD,HD,1,better
2,34,3,no,55,2,UHD -> HD,SRC03,,,UHD,HD,1,better
2,34,3,no,56,6,HD -> HD,SRC01,,,HD,HD,1,better
2,34,3,no,57,4,HD -> HD,SRC07,,,HD,HD,0,same
2,34,3,no,58,8,HD -> HD,SRC08,,,HD,HD,-1,worse
2,34,3,no,59,2,UHD -> HD,SRC05,,,UHD,HD,1,better
2,34,3,no,60,7,UHD -> UHD,SRC02,,,UHD,UHD,1,better
2,34,3,no,61,4,HD -> HD,SRC01,,,HD,HD,-1,worse
2,34,3,no,62,1,HD -> UHD,SRC06,,,HD,UHD,1,better
2,34,3,no,63,5,UHD -> UHD,SRC04,,,UHD,UHD,0,same
2,34,3,no,64,7,UHD -> UHD,SRC03,,,UHD,UHD,1,better
2,35,3,no,1,5,UHD -> UHD,SRC01,,,UHD,UHD,1,better
2,35,3,no,2,1,HD -> UHD,SRC02,,,HD,UHD,0,same
2,35,3,no,3,2,UHD -> HD,SRC04,,,UHD,HD,1,better
2,35,3,no,4,3,UHD -> UHD,SRC08,,,UHD,UHD,1,better
2,35,3,no,5,5,UHD -> UHD,SRC07,,,UHD,UHD,0,same
2,35,3,no,6,8,HD -> HD,SRC05,,,HD,HD,1,better
2,35,3,no,7,8,HD -> HD,SRC03,,,HD,HD,1,better
2,35,3,no,8,5,UHD -> UHD,SRC06,,,UHD,UHD,0,same
2,35,3,no,9,3,UHD -> UHD,SRC04,,,UHD,UHD,1,better
2,35,3,no,10,4,HD -> HD,SRC05,,,HD,HD,0,same
2,35,3,no,11,8,HD -> HD,SRC08,,,HD,HD,0,same
2,35,3,no,12,3,UHD -> UHD,SRC03,,,UHD,UHD,1,better
2,35,3,no,13,1,HD -> UHD,SRC06,,,HD,UHD,-1,worse
2,35,3,no,14,6,HD -> HD,SRC01,,,HD,HD,0,same
2,35,3,no,15,7,UHD -> UHD,SRC07,,,UHD,UHD,-1,worse
2,35,3,no,16,5,UHD -> UHD,SRC02,,,UHD,UHD,1,better
2,35,3,no,17,6,HD -> HD,SRC02,,,HD,HD,0,same
2,35,3,no,18,4,HD -> HD,SRC06,,,HD,HD,0,same
2,35,3,no,19,4,HD -> HD,SRC01,,,HD,HD,1,better
2,35,3,no,20,7,UHD -> UHD,SRC08,,,UHD,UHD,-1,worse
2,35,3,no,21,6,HD -> HD,SRC07,,,HD,HD,0,same
2,35,3,no,22,2,UHD -> HD,SRC05,,,UHD,HD,-1,worse
2,35,3,no,23,2,UHD -> HD,SRC03,,,UHD,HD,1,better
2,35,3,no,24,8,HD -> HD,SRC04,,,HD,HD,0,same
2,35,3,no,25,2,UHD -> HD,SRC08,,,UHD,HD,-1,worse
2,35,3,no,26,2,UHD -> HD,SRC07,,,UHD,HD,0,same
2,35,3,no,27,3,UHD -> UHD,SRC02,,,UHD,UHD,-1,worse
2,35,3,no,28,1,HD -> UHD,SRC04,,,HD,UHD,1,better
2,35,3,no,29,7,UHD -> UHD,SRC06,,,UHD,UHD,1,better
2,35,3,no,30,4,HD -> HD,SRC03,,,HD,HD,-1,worse
2,35,3,no,31,3,UHD -> UHD,SRC05,,,UHD,UHD,1,better
2,35,3,no,32,7,UHD -> UHD,SRC01,,,UHD,UHD,0,same
2,35,3,no,33,6,HD -> HD,SRC05,,,HD,HD,0,same
2,35,3,no,34,8,HD -> HD,SRC07,,,HD,HD,0,same
2,35,3,no,35,5,UHD -> UHD,SRC03,,,UHD,UHD,0,same
2,35,3,no,36,8,HD -> HD,SRC02,,,HD,HD,1,better
2,35,3,no,37,3,UHD -> UHD,SRC06,,,UHD,UHD,1,better
2,35,3,no,38,6,HD -> HD,SRC08,,,HD,HD,1,better
2,35,3,no,39,4,HD -> HD,SRC04,,,HD,HD,0,same
2,35,3,no,40,2,UHD -> HD,SRC01,,,UHD,HD,0,same
2,35,3,no,41,6,HD -> HD,SRC03,,,HD,HD,1,better
2,35,3,no,42,4,HD -> HD,SRC08,,,HD,HD,0,same
2,35,3,no,43,7,UHD -> UHD,SRC02,,,UHD,UHD,-1,worse
2,35,3,no,44,5,UHD -> UHD,SRC05,,,UHD,UHD,0,same
2,35,3,no,45,7,UHD -> UHD,SRC04,,,UHD,UHD,-1,worse
2,35,3,no,46,1,HD -> UHD,SRC07,,,HD,UHD,-1,worse
2,35,3,no,47,2,UHD -> HD,SRC06,,,UHD,HD,-1,worse
2,35,3,no,48,8,HD -> HD,SRC01,,,HD,HD,1,better
2,35,3,no,49,7,UHD -> UHD,SRC05,,,UHD,UHD,0,same
2,35,3,no,50,1,HD -> UHD,SRC08,,,HD,UHD,1,better
2,35,3,no,51,4,HD -> HD,SRC07,,,HD,HD,-1,worse
2,35,3,no,52,5,UHD -> UHD,SRC04,,,UHD,UHD,0,same
2,35,3,no,53,1,HD -> UHD,SRC01,,,HD,UHD,1,better
2,35,3,no,54,6,HD -> HD,SRC06,,,HD,HD,1,better
2,35,3,no,55,1,HD -> UHD,SRC03,,,HD,UHD,-1,worse
2,35,3,no,56,2,UHD -> HD,SRC02,,,UHD,HD,-1,worse
2,35,3,no,57,8,HD -> HD,SRC06,,,HD,HD,0,same
2,35,3,no,58,1,HD -> UHD,SRC05,,,HD,UHD,1,better
2,35,3,no,59,4,HD -> HD,SRC02,,,HD,HD,-1,worse
2,35,3,no,60,7,UHD -> UHD,SRC03,,,UHD,UHD,1,better
2,35,3,no,61,3,UHD -> UHD,SRC01,,,UHD,UHD,1,better
2,35,3,no,62,5,UHD -> UHD,SRC08,,,UHD,UHD,0,same
2,35,3,no,63,3,UHD -> UHD,SRC07,,,UHD,UHD,1,better
2,35,3,no,64,6,HD -> HD,SRC04,,,HD,HD,-1,worse
2,36,7,no,1,6,HD -> HD,SRC04,,,HD,HD,2,better
2,36,7,no,2,8,HD -> HD,SRC08,,,HD,HD,-1,slightly worse
2,36,7,no,3,5,UHD -> UHD,SRC02,,,UHD,UHD,2,better
2,36,7,no,4,8,HD -> HD,SRC07,,,HD,HD,0,same
2,36,7,no,5,7,UHD -> UHD,SRC01,,,UHD,UHD,-1,slightly worse
2,36,7,no,6,4,HD -> HD,SRC06,,,HD,HD,3,much better
2,36,7,no,7,7,UHD -> UHD,SRC05,,,UHD,UHD,1,slightly better
2,36,7,no,8,2,UHD -> HD,SRC03,,,UHD,HD,0,same
2,36,7,no,9,1,HD -> UHD,SRC08,,,HD,UHD,3,much better
2,36,7,no,10,1,HD -> UHD,SRC07,,,HD,UHD,0,same
2,36,7,no,11,8,HD -> HD,SRC06,,,HD,HD,2,better
2,36,7,no,12,4,HD -> HD,SRC04,,,HD,HD,1,slightly better
2,36,7,no,13,2,UHD -> HD,SRC01,,,UHD,HD,2,better
2,36,7,no,14,7,UHD -> UHD,SRC03,,,UHD,UHD,1,slightly better
2,36,7,no,15,3,UHD -> UHD,SRC02,,,UHD,UHD,-1,slightly worse
2,36,7,no,16,4,HD -> HD,SRC05,,,HD,HD,0,same
2,36,7,no,17,4,HD -> HD,SRC08,,,HD,HD,3,much better
2,36,7,no,18,3,UHD -> UHD,SRC04,,,UHD,UHD,0,same
2,36,7,no,19,7,UHD -> UHD,SRC02,,,UHD,UHD,-1,slightly worse
2,36,7,no,20,5,UHD -> UHD,SRC03,,,UHD,UHD,1,slightly better
2,36,7,no,21,5,UHD -> UHD,SRC01,,,UHD,UHD,-2,worse
2,36,7,no,22,3,UHD -> UHD,SRC05,,,UHD,UHD,-1,slightly worse
2,36,7,no,23,6,HD -> HD,SRC07,,,HD,HD,0,same
2,36,7,no,24,1,HD -> UHD,SRC06,,,HD,UHD,1,slightly better
2,36,7,no,25,4,HD -> HD,SRC03,,,HD,HD,2,better
2,36,7,no,26,8,HD -> HD,SRC01,,,HD,HD,0,same
2,36,7,no,27,1,HD -> UHD,SRC04,,,HD,UHD,-2,worse
2,36,7,no,28,5,UHD -> UHD,SRC06,,,UHD,UHD,2,better
2,36,7,no,29,2,UHD -> HD,SRC05,,,UHD,HD,0,same
2,36,7,no,30,5,UHD -> UHD,SRC07,,,UHD,UHD,-1,slightly worse
2,36,7,no,31,6,HD -> HD,SRC02,,,HD,HD,0,same
2,36,7,no,32,3,UHD -> UHD,SRC08,,,UHD,UHD,3,much better
2,36,7,no,33,3,UHD -> UHD,SRC07,,,UHD,UHD,2,better
2,36,7,no,34,8,HD -> HD,SRC03,,,HD,HD,1,slightly better
2,36,7,no,35,6,HD -> HD,SRC05,,,HD,HD,3,much better
2,36,7,no,36,2,UHD -> HD,SRC08,,,UHD,HD,0,same
2,36,7,no,37,5,UHD -> UHD,SRC04,,,UHD,UHD,2,better
2,36,7,no,38,4,HD -> HD,SRC01,,,HD,HD,0,same
2,36,7,no,39,3,UHD -> UHD,SRC06,,,UHD,UHD,-2,worse
2,36,7,no,40,1,HD -> UHD,SRC02,,,HD,UHD,2,better
2,36,7,no,41,2,UHD -> HD,SRC07,,,UHD,HD,0,same
2,36,7,no,42,2,UHD -> HD,SRC04,,,UHD,HD,1,slightly better
2,36,7,no,43,6,HD -> HD,SRC06,,,HD,HD,-1,slightly worse
2,36,7,no,44,3,UHD -> UHD,SRC03,,,UHD,UHD,1,slightly better
2,36,7,no,45,1,HD -> UHD,SRC01,,,HD,UHD,-1,slightly worse
2,36,7,no,46,8,HD -> HD,SRC02,,,HD,HD,2,better
2,36,7,no,47,1,HD -> UHD,SRC05,,,HD,UHD,-2,worse
2,36,7,no,48,7,UHD -> UHD,SRC08,,,UHD,UHD,0,same
2,36,7,no,49,4,HD -> HD,SRC07,,,HD,HD,1,slightly better
2,36,7,no,50,8,HD -> HD,SRC04,,,HD,HD,-2,worse
2,36,7,no,51,5,UHD -> UHD,SRC08,,,UHD,UHD,1,slightly better
2,36,7,no,52,2,UHD -> HD,SRC02,,,UHD,HD,-2,worse
2,36,7,no,53,6,HD -> HD,SRC03,,,HD,HD,0,same
2,36,7,no,54,2,UHD -> HD,SRC06,,,UHD,HD,2,better
2,36,7,no,55,5,UHD -> UHD,SRC05,,,UHD,UHD,-1,slightly worse
2,36,7,no,56,6,HD -> HD,SRC01,,,HD,HD,3,much better
2,36,7,no,57,4,HD -> HD,SRC02,,,HD,HD,0,same
2,36,7,no,58,7,UHD -> UHD,SRC04,,,UHD,UHD,1,slightly better
2,36,7,no,59,1,HD -> UHD,SRC03,,,HD,UHD,2,better
2,36,7,no,60,7,UHD -> UHD,SRC06,,,UHD,UHD,1,slightly better
2,36,7,no,61,8,HD -> HD,SRC05,,,HD,HD,-2,worse
2,36,7,no,62,3,UHD -> UHD,SRC01,,,UHD,UHD,0,same
2,36,7,no,63,7,UHD -> UHD,SRC07,,,UHD,UHD,2,better
2,36,7,no,64,6,HD -> HD,SRC08,,,HD,HD,0,same
2,37,3,no,1,4,HD -> HD,SRC01,,,HD,HD,0,same
2,37,3,no,2,8,HD -> HD,SRC08,,,HD,HD,0,same
2,37,3,no,3,8,HD -> HD,SRC02,,,HD,HD,0,same
2,37,3,no,4,6,HD -> HD,SRC05,,,HD,HD,1,better
2,37,3,no,5,3,UHD -> UHD,SRC04,,,UHD,UHD,-1,worse
2,37,3,no,6,4,HD -> HD,SRC03,,,HD,HD,0,same
2,37,3,no,7,4,HD -> HD,SRC07,,,HD,HD,0,same
2,37,3,no,8,3,UHD -> UHD,SRC06,,,UHD,UHD,1,better
2,37,3,no,9,6,HD -> HD,SRC03,,,HD,HD,1,better
2,37,3,no,10,1,HD -> UHD,SRC06,,,HD,UHD,0,same
2,37,3,no,11,2,UHD -> HD,SRC07,,,UHD,HD,0,same
2,37,3,no,12,3,UHD -> UHD,SRC08,,,UHD,UHD,1,better
2,37,3,no,13,3,UHD -> UHD,SRC02,,,UHD,UHD,0,same
2,37,3,no,14,7,UHD -> UHD,SRC01,,,UHD,UHD,-1,worse
2,37,3,no,15,7,UHD -> UHD,SRC05,,,UHD,UHD,1,better
2,37,3,no,16,6,HD -> HD,SRC04,,,HD,HD,0,same
2,37,3,no,17,6,HD -> HD,SRC06,,,HD,HD,0,same
2,37,3,no,18,5,UHD -> UHD,SRC02,,,UHD,UHD,0,same
2,37,3,no,19,5,UHD -> UHD,SRC05,,,UHD,UHD,1,better
2,37,3,no,20,1,HD -> UHD,SRC04,,,HD,UHD,0,same
2,37,3,no,21,8,HD -> HD,SRC01,,,HD,HD,0,same
2,37,3,no,22,7,UHD -> UHD,SRC03,,,UHD,UHD,0,same
2,37,3,no,23,2,UHD -> HD,SRC08,,,UHD,HD,-1,worse
2,37,3,no,24,8,HD -> HD,SRC07,,,HD,HD,0,same
2,37,3,no,25,1,HD -> UHD,SRC02,,,HD,UHD,0,same
2,37,3,no,26,8,HD -> HD,SRC03,,,HD,HD,-1,worse
2,37,3,no,27,3,UHD -> UHD,SRC05,,,UHD,UHD,1,better
2,37,3,no,28,2,UHD -> HD,SRC06,,,UHD,HD,0,same
2,37,3,no,29,6,HD -> HD,SRC01,,,HD,HD,1,better
2,37,3,no,30,4,HD -> HD,SRC04,,,HD,HD,1,better
2,37,3,no,31,6,HD -> HD,SRC07,,,HD,HD,-1,worse
2,37,3,no,32,5,UHD -> UHD,SRC08,,,UHD,UHD,1,better
2,37,3,no,33,7,UHD -> UHD,SRC07,,,UHD,UHD,0,same
2,37,3,no,34,7,UHD -> UHD,SRC04,,,UHD,UHD,0,same
2,37,3,no,35,7,UHD -> UHD,SRC06,,,UHD,UHD,0,same
2,37,3,no,36,1,HD -> UHD,SRC08,,,HD,UHD,1,better
2,37,3,no,37,2,UHD -> HD,SRC03,,,UHD,HD,1,better
2,37,3,no,38,2,UHD -> HD,SRC05,,,UHD,HD,1,better
2,37,3,no,39,5,UHD -> UHD,SRC01,,,UHD,UHD,-1,worse
2,37,3,no,40,6,HD -> HD,SRC02,,,HD,HD,0,same
2,37,3,no,41,7,UHD -> UHD,SRC02,,,UHD,UHD,1,better
2,37,3,no,42,7,UHD -> UHD,SRC08,,,UHD,UHD,0,same
2,37,3,no,43,2,UHD -> HD,SRC04,,,UHD,HD,0,same
2,37,3,no,44,5,UHD -> UHD,SRC06,,,UHD,UHD,1,better
2,37,3,no,45,3,UHD -> UHD,SRC07,,,UHD,UHD,0,same
2,37,3,no,46,1,HD -> UHD,SRC01,,,HD,UHD,0,same
2,37,3,no,47,4,HD -> HD,SRC05,,,HD,HD,1,better
2,37,3,no,48,5,UHD -> UHD,SRC03,,,UHD,UHD,1,better
2,37,3,no,49,8,HD -> HD,SRC04,,,HD,HD,1,better
2,37,3,no,50,8,HD -> HD,SRC05,,,HD,HD,1,better
2,37,3,no,51,1,HD -> UHD,SRC07,,,HD,UHD,0,same
2,37,3,no,52,4,HD -> HD,SRC08,,,HD,HD,0,same
2,37,3,no,53,3,UHD -> UHD,SRC03,,,UHD,UHD,-1,worse
2,37,3,no,54,4,HD -> HD,SRC06,,,HD,HD,0,same
2,37,3,no,55,2,UHD -> HD,SRC01,,,UHD,HD,0,same
2,37,3,no,56,2,UHD -> HD,SRC02,,,UHD,HD,-1,worse
2,37,3,no,57,1,HD -> UHD,SRC03,,,HD,UHD,0,same
2,37,3,no,58,6,HD -> HD,SRC08,,,HD,HD,0,same
2,37,3,no,59,8,HD -> HD,SRC06,,,HD,HD,0,same
2,37,3,no,60,1,HD -> UHD,SRC05,,,HD,UHD,1,better
2,37,3,no,61,5,UHD -> UHD,SRC07,,,UHD,UHD,0,same
2,37,3,no,62,4,HD -> HD,SRC02,,,HD,HD,0,same
2,37,3,no,63,5,UHD -> UHD,SRC04,,,UHD,UHD,1,better
2,37,3,no,64,3,UHD -> UHD,SRC01,,,UHD,UHD,0,same
2,38,7,no,1,4,HD -> HD,SRC05,,,HD,HD,1,slightly better
2,38,7,no,2,2,UHD -> HD,SRC06,,,UHD,HD,3,much better
2,38,7,no,3,7,UHD -> UHD,SRC07,,,UHD,UHD,0,same
2,38,7,no,4,7,UHD -> UHD,SRC08,,,UHD,UHD,3,much better
2,38,7,no,5,7,UHD -> UHD,SRC01,,,UHD,UHD,3,much better
2,38,7,no,6,4,HD -> HD,SRC04,,,HD,HD,0,same
2,38,7,no,7,5,UHD -> UHD,SRC03,,,UHD,UHD,3,much better
2,38,7,no,8,8,HD -> HD,SRC02,,,HD,HD,3,much better
2,38,7,no,9,8,HD -> HD,SRC01,,,HD,HD,0,same
2,38,7,no,10,2,UHD -> HD,SRC03,,,UHD,HD,1,slightly better
2,38,7,no,11,7,UHD -> UHD,SRC06,,,UHD,UHD,0,same
2,38,7,no,12,2,UHD -> HD,SRC07,,,UHD,HD,-1,slightly worse
2,38,7,no,13,6,HD -> HD,SRC05,,,HD,HD,3,much better
2,38,7,no,14,1,HD -> UHD,SRC04,,,HD,UHD,2,better
2,38,7,no,15,2,UHD -> HD,SRC02,,,UHD,HD,0,same
2,38,7,no,16,4,HD -> HD,SRC08,,,HD,HD,2,better
2,38,7,no,17,3,UHD -> UHD,SRC08,,,UHD,UHD,3,much better
2,38,7,no,18,6,HD -> HD,SRC03,,,HD,HD,0,same
2,38,7,no,19,1,HD -> UHD,SRC07,,,HD,UHD,-1,slightly worse
2,38,7,no,20,5,UHD -> UHD,SRC01,,,UHD,UHD,0,same
2,38,7,no,21,6,HD -> HD,SRC02,,,HD,HD,-1,slightly worse
2,38,7,no,22,3,UHD -> UHD,SRC04,,,UHD,UHD,-1,slightly worse
2,38,7,no,23,1,HD -> UHD,SRC05,,,HD,UHD,3,much better
2,38,7,no,24,8,HD -> HD,SRC06,,,HD,HD,0,same
2,38,7,no,25,4,HD -> HD,SRC01,,,HD,HD,1,slightly better
2,38,7,no,26,5,UHD -> UHD,SRC06,,,UHD,UHD,1,slightly better
2,38,7,no,27,4,HD -> HD,SRC02,,,HD,HD,-1,slightly worse
2,38,7,no,28,2,UHD -> HD,SRC04,,,UHD,HD,1,slightly better
2,38,7,no,29,1,HD -> UHD,SRC08,,,HD,UHD,2,better
2,38,7,no,30,7,UHD -> UHD,SRC05,,,UHD,UHD,0,same
2,38,7,no,31,8,HD -> HD,SRC07,,,HD,HD,-2,worse
2,38,7,no,32,4,HD -> HD,SRC03,,,HD,HD,1,slightly better
2,38,7,no,33,3,UHD -> UHD,SRC06,,,UHD,UHD,2,better
2,38,7,no,34,6,HD -> HD,SRC08,,,HD,HD,-1,slightly worse
2,38,7,no,35,4,HD -> HD,SRC07,,,HD,HD,0,same
2,38,7,no,36,8,HD -> HD,SRC05,,,HD,HD,1,slightly better
2,38,7,no,37,1,HD -> UHD,SRC02,,,HD,UHD,-1,slightly worse
2,38,7,no,38,8,HD -> HD,SRC04,,,HD,HD,0,same
